text,answer,bullyingword
 what are your thoughts on the oil spill fucking bp all the short cuts they took just to save a few dollars that now is going to cost them almost a billion or more and they managed to fuck up our planet even more thanks bp fuckers ,no,n a
 what bad habits do you have i bite my fingernails,no,n a
 what bad habits do you have i bite my fingernails,no,none
 what beer brand do you enjoy best budweiser,no,none
 what beer brand do you enjoy best budweiser,no,n a
 what cause do you strongly support sex beer and rock n roll,no,n a
 what color length thickness and style is your hair right now brown short and thick,no,none
 what color length thickness and style is your hair right now brown short and thick,no,n a
 what colour are your bedsheets i have superman bed sheets no kidding ,no,n a
 what colour is ur computer laptop gray,no,n a
 what did you do today or yesterday if your getting this tomorrow i planted daisys i went to work bboooooo,no,n a
 what did you have for dinner tonight i had pizza for like the first itm in ages brauts and potato salad,no,n a
 what did you want to be when you were little a super hero,no,n a
 what do u do when ur sick drink beer,no,n a
 what do u look for in a girl qualitys looks ect strong minded big boobs and outlaw like me,no,n a
 what do u look for in a girl qualitys looks ect strong minded big boobs and outlaw like me,no,none
 what do u say to the statement u201clove is suicide u201d lol it s not true,no,n a
 what do u say to the statement u201clove is suicide u201d lol it s not true,yes,suicide
 what do u think to irish people i am part irish so i like them,no,n a
 what do u think to people who get angry very easy they sux,no,n a
 what do u think to people who get angry very easy they sux,yes,sux
 what do u think to underage drinking it s ok,no,n a
 what do you believe is your purpose in life to make people happy,no,none
 what do you believe is your purpose in life to make people happy,no,n a
 what do you believe we can do to help the economy i really don t know,no,none
 what do you believe we can do to help the economy i really don t know,no,n a
 what do you do in your free time float the river,no,n a
 what do you feel are the main things that drive people with initial good intentions to do bad hurtful things hard to say,no,n a
 what do you feel is the proper way to lower juvenile crime stricter punishments more after school activities better parenting or etc why do you feel that way after school activities,no,n a
 what do you have to do before you die go camping in the yukon territory,no,n a
 what do you like about batman he is the ultimate outlaw very disturbed and driven to make things right,no,n a
 what do you like to see on the opposite sex boobs,no,n a
 what do you most admire about your dad did you do anything special for fatheru2019s day he s gone but dad was the strongest person i ever knew,no,n a
 what do you prefer spontaneity or stability sponaneity,no,n a
 what do you think about black friday why do adults start acting like children in the stores to get their kids christmas gifts i mean their adults they need to start behaving like one it s a mob mentality,no,n a
 what do you think about black friday why do adults start acting like children in the stores to get their kids christmas gifts i mean their adults they need to start behaving like one it s a mob mentality,yes, adults start acting like children i mean their adults they need to start behaving like one 
 what do you think about capital punishment if it s proven that the person actually took a life then stick a needle in the fucker and throw him her away,no,n a
 what do you think about capital punishment if it s proven that the person actually took a life then stick a needle in the fucker and throw him her away,none,n a
 what do you think about foot fetishes do you have one they are o k for those that enjoy it i don t happen to enjoy feet now boobs yummy,no,n a
 what do you think about foot fetishes do you have one they are o k for those that enjoy it i don t happen to enjoy feet now boobs yummy,none,n a
 what do you think about global warming it s bunk,no,n a
 what do you think about men who like to be dominated and ridiculed in bed lmao suckers ,no,none
 what do you think about men who like to be dominated and ridiculed in bed lmao suckers ,no,n a
 what do you think about our right to bare arms do you use it is it good or bad explain i use it i have several firearms and i will never give it up,no,n a
 what do you think about our right to bare arms do you use it is it good or bad explain i use it i have several firearms and i will never give it up,no,none
 what do you think about pda in public love it btw pda stands for public display of affection so to say pda in public is redundant,no,n a
 what do you think about pda in public love it btw pda stands for public display of affection so to say pda in public is redundant,no,none
 what do you think about people that don 039 t support our troops let them get in front of the troops,no,n a
 what do you think about plagiarism it s just dumb and irresponable ,no,n a
 what do you think about teen engagements love say a 16 year old engaged and she hasn 039 t finished school yet too young and should not be allowed,no,n a
 what do you think about texas being the only state allowed to have their state flag at the same heighth as the american flag why if you don 039 t know why they can do that i know the answer just ask me because those tex a cans are ass holes,no,n a
 what do you think about women who fantasize about being raped is it a slap in the face for women who were really raped and tramatized by it if it s consentual then no remember there are safe words and they should always be followed as long as it s kept as a game then no harm no foul ,no,n a
 what do you think are some warning signs that someone is contemplating suicide i really don t know,no,n a
 what do you think is worse alcohol or weed it s the same,no,none
 what do you think is worse alcohol or weed it s the same,no,n a
 what do you think of obama sigh he s trying but he is falling far short of what he thought he could do ,no,n a
 what do you think of people that want to freeze their body after they die and then be brought back to life years later in hope to find a cure for what they died for too afraid to die we don t have the tech to un freeze them and probably never will too bad for them,no,n a
 what do you think of people who tan in tanning beds instead of the natural way it doesn t matter,no,n a
 what do you think of the guy that chose the firing squad over lethal injection in utah what would you have chose and why firing squad at least i could stand up,no,none
 what do you think of the guy that chose the firing squad over lethal injection in utah what would you have chose and why firing squad at least i could stand up,no,n a
 what do you think of the movie kill bill what a fun movie ,no,n a
 what do you think of women girls that let too many guys into their hearts at once like jumping from one guy to the next in a matter of days slut,no,n a
 what do you think of women girls that let too many guys into their hearts at once like jumping from one guy to the next in a matter of days slut,yes,slut
 what do you think the most common sexual fetish it daddy school girl,yes,sexual fetish daddy school girl
 what do you think the most common sexual fetish it daddy school girl,no,n a
 what do you think the weirdest sexual fetish it scat very nasty and icky,yes,what do you think the weirdest sexual fetish it scat very nasty and icky
 what do you think the weirdest sexual fetish it scat very nasty and icky,no,n a
 what do you think the weirdest sexual fetish it scat very nasty and icky,no,none
 what do you think would be the hardest thing for you to give up on beer,no,n a
 what does education mean to you being able to figure out and solve a promblem,no,n a
 what does giving your child chores enstill in the child do you have chores what has chores positivly enstilled in you did it enstill anything negative in you will you give your child chores i give my daughter chores it gives them a sence of disapline and takes care of the things i can t dont have time for ,no,n a
 what does it mean to have sex thatu2019s on fire p great sex,no,n a
 what does marriage mean to you is it necessary if you would like to futher a stable relationship not necessary but i liked it when i was married,no,n a
 what does the last text message you read say r do you like spamming people or getting spamed,no,none
 what does the last text message you read say r do you like spamming people or getting spamed,no,n a
 what does your bathing suit look like for this summer how comfortable are you in it i have superman swim shorts and i love them lol,no,n a
 what does your girlfriend look like and what does she think of you being an outlaw she is blond and blue eyed a little thick but she has had 3 kids big boobs she hates it that i am an outlaw,no,n a
 what does your girlfriend look like and what does she think of you being an outlaw she is blond and blue eyed a little thick but she has had 3 kids big boobs she hates it that i am an outlaw,yes, a little thick but she has had 3 kids big boobs 
 what does your typical breakfast meal look like 2 eggs over easy bacon and toast,no,n a
 what drugs do you want to try i have done my share of drugs and am done with it i have enough problems with beer,no,n a
 what drugs have you done coke ex meth and heroin,no,n a
 what effect does caffeine have on your body brain if any how much do you have to consume to feel a physical effect from it shaking excited feelings tapping a lot etc what do you think would happen if you suddenly stopped intaking caffeine i get headaches when i stop drinking it if i have too much i get the shakes a little,no,n a
 what element of nature is the most overlooked by the human race and then destroyed repoduction,no,n a
 what emotions do you feel towards me i like you,no,n a
 what era would you most want to live in this one i have watched so many changes in the world i used to program computers with doss i remember when we had no cell phones no metal detectors in school and t v s had no remotes it has been quit an expience i wouldn t change the times that i have lived in,no,n a
 what ethnic background do you the most attractive or least attractive baha i have both in my contacts so i 039 m keeping my mouth shut on this one p attracted to germans cause i am one least american indians,no,n a
 what ethnic background do you the most attractive or least attractive baha i have both in my contacts so i 039 m keeping my mouth shut on this one p attracted to germans cause i am one least american indians,none,n a
 what event in history do you find the most monumental space travel that s when we found out that we could travel beyond our place in the universe,no,n a
 what family activeties do you tend to avoid why i go to all family actieties i love those people,no,n a
 what flavor of soda do you drink most often which is your favorite i don t drink soda,no,n a
 what girl name do you find the least attractive smile4metoday no no ha ha ha ha ha jk jk idk um debrorah,no,n a
 what girl name do you find the least attractive smile4metoday no no ha ha ha ha ha jk jk idk um debrorah,yes,smile4metoday no no ha ha ha ha ha jk jk idk um debrorah
 what hair and eye color do the majority of your friends have blond and blue,no,n a
 what if it was ur gf looking at you vv what i am not sure i know what you re asking,no,n a
 what if there immuned to being potty trained well then they probablly like being in diapers like you,no,n a
 what if there immuned to being potty trained well then they probablly like being in diapers like you,yes,well then they probablly like being in diapers like you
 what instances is it the easiest for you to act completely selfish on a scale from 1 10 how often do you make decisions soley on what you want 10 i am everything,no,n a
 what is 1 opinion that you have about me your neighbor and the dog across the street you re very sweet and you have a big heart my neibor is very hot and sexy there is no dog across the street,no,n a
 what is 1 trait quality you look for in the opposite sex that you feel others would look upon as petty or nit picky why is this trait quality so important to you neatness i can t stand a dirty house gf,no,n a
 what is a color that describes you blue,no,n a
 what is a culture that you 039 d like to learn more about and why specifically from another country why does that culture interest you what is your nationality 039 s culture if applicable i am german i loved brazil and would like to go back,no,n a
 what is a culture that you 039 d like to learn more about and why specifically from another country why does that culture interest you what is your nationality 039 s culture if applicable i want to go back to brazil and see more of that place i fell in love with that country i am danish and german myself,no,n a
 what is a sex position that you want to try done them all well most of them,no,n a
 what is a sex position that you want to try done them all well most of them,yes,what is a sex position that you want to try
 what is a sex toy that you want to try i have tryed a lot and enjoyed all of them,yes, q what is a sex toy that you want to try a i have tryed a lot and enjoyed all of them 
 what is a sex toy that you want to try i have tryed a lot and enjoyed all of them,no,n a
 what is a word you misspell a lot for me i 039 m garenteed nearly every time to misspell beileve when it should be believe i have to think about it really hard to get the right spelling lol although i use it alot and never get it right lol,no,n a
 what is an appropriate age to have sex married sex 15 married 21,no,n a
 what is currently on your fridge bread,no,n a
 what is life best described as a struggle,no,n a
 what is one album you are dying to have pink s newest one,no,n a
 what is one article of clothing or clothing style you absolutely cannot stand on the opposite sex for instance i hate my men in flip flops women in ball caps,no,n a
 what is one article of clothing you wish would die off tie diy tee shirts,no,n a
 what is one of your talents that not many people know of i can draw,no,n a
 what is one personality trait that you are ashamed of for having being jelous,no,n a
 what is one thing that should only be acceptable for the opposite gender to do wear dresses,no,none
 what is one thing that should only be acceptable for the opposite gender to do wear dresses,no,n a
 what is one thing that you absolutely cannot stand and why is this can we prevent this as a society if so how sloppy people,no,n a
 what is one thing that you did this week that gave you a sense of accomplishment mowed the yard,no,n a
 what is one thing that you 039 ve been caught doing that embarrassed you for the longest time jacking off by a family member,no,n a
 what is one thing that you 039 ve been caught doing that embarrassed you for the longest time jacking off by a family member,no,nothing else to add
 what is overrated the most in your opinion explain marriage i still love and even miss her sometimes but it s not all that,no,n a
 what is something in life you 039 ll never understand death,no,n a
 what is something super nice a teacher boss did for you that you wonu2019t ever forget charlie king said quot thank you for your hard work quot i never ever forgot that,no,n a
 what is something time will never erase the hurt of being divorced,no,n a
 what is something you are bad at public speaking,no,n a
 what is something you really want right now another beer,no,n a
 what is something you stand for 100 sex beer and rock and roll,no,n a
 what is something you used to say youu2019d never do and now you do it often if anything is there anything you swear youu2019ll never do currently what is it nope,no,n a
 what is tagged a social network just like face book,no,n a
 what is th wall paper on your cell mobile phone r i don t have a cell phone,no,n a
 what is the 1st thing u notice about th opersit sex eyes arse what ever catches ur attention 1st boobs,no,n a
 what is the 4th of july people i keep getting asked what im doing but im doing nothing is it some special date or something l american idependace,no,n a
 what is the absolute worst thing about a newborn baby c nothing i love them,no,n a
 what is the best movie that you have seen in theaters recently toy story 3,no,n a
 what is the best way for you to break the ice with someone you find attractive does this work well for you do you become overly sociable why or why not i never become overly sociable i am just me i think quot hello quot works just fine for me,no,n a
 what is the chemical formula for glucose without googling i want to see how many of you paid attention in chemisty if you 039 re not in high school yet tell me your favorite biome i never took chemistry,no,n a
 what is the closest thing to you shaped like a star if anything at all i have a u s flag on my wall with 48 stars on it it s really old but i like it,no,n a
 what is the difference between baptist churches and churches of god i am not sure i am a catholic and have been to other churches but don t know the difference between protestants churches,no,none
 what is the difference between baptist churches and churches of god i am not sure i am a catholic and have been to other churches but don t know the difference between protestants churches,no,n a
 what is the difference between being an atheist and being an agnostic atheists do not believe in god agnostic s believe it when they see it,no,n a
 what is the fairest way to elect a new president king for a country do you like the election process used by the usa why or why not america has a fair prosses,no,n a
 what is the fairest way to elect a new president king for a country do you like the election process used by the usa why or why not america has a fair prosses,no,none
 what is the first exhibit you stop at at the zoo aquarium i 039 m asking because i 039 m going to the san antonio zoo aquarium on saturday the polar bears then the lions,no,n a
 what is the funniest nickname that you have been called with woody i was in a work release program fresh out of jail this guy saw me outside and said quot that guy looks like woody from toy story quot it stuck with me for years,no,n a
 what is the funniest nickname that you have been called with woody i was in a work release program fresh out of jail this guy saw me outside and said quot that guy looks like woody from toy story quot it stuck with me for years,no,none
 what is the funniest nickname that you have been called with woody i was in a work release program fresh out of jail this guy saw me outside and said quot that guy looks like woody from toy story quot it stuck with me for years,yes, tghat guy looks like woody from toy story it stuck with me for years 
 what is the greatest age difference you would allow your children to have one day for ex my mother and her oldest sister are 20 years apart o ikr haha but i mean there were 11 children inbetween so it was all good good q i only have one kid so i don t know i think 20 is extream i myself would only want there to be no more than 10 years between siblings,no,n a
 what is the last song that you played or listened to more than 2 times in a row what was it why pink please don t leave me it s so pretty and she sounds so loneky that i had to re play it ,no,n a
 what is the last song you heard katy perry california girlz,no,none
 what is the last song you heard katy perry california girlz,no,n a
 what is the last thing you said to someone and to who i love you to my mom,no,n a
 what is the longest term paper essay speech story ect you have ever written for school or elsewhere oh i don t remember i graduated in 1985,no,n a
 what is the most common word in your vocabulary fuck or mabey pussy ,no,n a
 what is the most embarrassing thing your parents have seen you do masterbate,no,none
 what is the most embarrassing thing your parents have seen you do masterbate,none,n a
 what is the most harmful thing youu2019ve ever done to your own body why did you do this thing i have scars all over my body i didn t do it on purpose just part of my job ,no,n a
 what is the most unhealthy thing you eat drink on a regular basis beer everyday,no,n a
 what is the most unique name you 039 ve ever heard who has this name i m not sure,no,n a
 what is the name of the highschool you did will attend jeffery city wyoming i graduated in 1985,no,none
 what is the name of the highschool you did will attend jeffery city wyoming i graduated in 1985,no,n a
 what is the nearest amusment park to you idk i think six flaggs in denver,no,n a
 what is the one specific relationships deal breaker that can occur on a fist date in other words what could a possible future bf gf do that would turn you off from them completely on the first date rude manners,no,n a
 what is the one specific relationships deal breaker that can occur on a fist date in other words what could a possible future bf gf do that would turn you off from them completely on the first date rude manners,no,none
 what is the one talent you wish you possessed i wish i could sing,no,none
 what is the one talent you wish you possessed i wish i could sing,no,n a
 what is the stupidest thing you 039 ve done because someone dared you to jumped off a rail road bridge it was 90 feet to the water i was ok but man was that dumb,no,n a
 what is the weather like right now for you its windy around 70 039 s in direct sunlight here nice calm and clear around 70 or so,no,n a
 what is the worst piece of advice you have ever received to leave my wife,no,n a
 what is the worst thing a person could do to you and still be forgiven does forgiveness come easy for you yes it does my ex wife came home with herpies and i didn t give it to her but i did forgive her i still left her but i forgave her,no,n a
 what is the worst thing you have spilled on carpet did the stain come out beer and yes,no,n a
 what is the worst thing you have spilled on carpet did the stain come out beer and yes,no,none
 what is the youngest age you can think of that it would be seen as appropriate to be pregnant not by societies standards but your own 15,no,n a
 what is ur fave alcoholic drink beer,no,n a
 what is your absolute favorite candy i have a slight addiction to swedish fish mm you can not tell me it gets better than that i drink beer and get all my sugar that way i don t eat candy,no,n a
 what is your backround picture of lol a girl that i know that has a funny message,no,n a
 what is your backround picture of lol a girl that i know that has a funny message,no,none
 what is your birth stone birth month chinese zodiak astrological sign i am a gemini but i don t know the rest i was born in june,no,n a
 what is your crush 039 s initals diz,no,n a
 what is your current favorite song s california gurls by katy perry,no,n a
 what is your daily dose of caffein if anything coffee monster soda candy ect around 8 to 10 cups of coffee a day,no,n a
 what is your dream car a corvette,no,n a
 what is your dream career and how do you plan on achieving it pimp and i am living it,no,n a
 what is your favorite ben and jerry 039 s ice cream flavor i don t eat ice cream,no,none
 what is your favorite ben and jerry 039 s ice cream flavor i don t eat ice cream,no,n a
 what is your favorite flavor of girl scout cookies when was the last time you purchased some chocolate chip last year,no,n a
 what is your favorite food to have made on the barbecue can you cook on the barbecue or do you just indulge when others cook on it brughts baby ,no,n a
 what is your favorite hobby camping ridding my harley is a close second,no,none
 what is your favorite hobby camping ridding my harley is a close second,no,n a
 what is your favorite kids game i don t know mabey hide and seek,no,n a
 what is your favorite kids game i don t know mabey hide and seek,no,none
 what is your favorite social networking site how many hours a day would you say you spend on it i 039 m a tumblr addict d face book a couple of hours,no,n a
 what is your favorite type brand of cell phone and why i don t have a cell phone,no,n a
 what is your favorite zoo animal and why cheetas they are beautiful,no,none
 what is your favorite zoo animal and why cheetas they are beautiful,no,n a
 what is your favorite zoo animal and why cheetas they are beautiful,no,n a
 what is your goal in life how to you intend to reach it to be a hotel general manager keep working hard,no,none
 what is your goal in life how to you intend to reach it to be a hotel general manager keep working hard,no,n a
 what is your home away from home if you have one why do you feel so at home and comfortable here the sinks canyon north of lander wyoming it s very peaceful and quiet,no,n a
 what is your middle name michael,no,n a
 what is your opinion in the scenario of a suicide who is more responsible the person now dead or the person who caused them pain why the person now dead because they didn t get the help they needed,no,n a
 what is your opinion on quot open quot relationships i know quite a few couples that openly have multiple sexual partners i don 039 t necessarily agree w that my man should be getting sex from me and only me every one is different and if it fits both partners then it s o k,no,n a
 what is your opinion on body modifications do they really express one 039 s individuality how so it s their body so they can do whatever they want and yes i think it does let them express their individuality ,no,n a
 what is your opinion on church and praying if you have one why do you feel this way i love going to church and i pray all the time,no,n a
 what is your opinion on pit bulls dangerous animals or misunderstood mis treated,no,n a
 what is your opinion on pit bulls dangerous animals or misunderstood mis treated,no,none
 what is your opinion on pornography do you think this degrades women or men in anyway why why not it s ok no it doesn t degrade people,no,n a
 what is your opinion on reality tv shows personally i find them too entertaining to be real p they are scripted and not real at all,no,n a
 what is your opinion on stem cell research i think it should be allowed stem cells can give us alot of promise,no,n a
 what is your opinion on the death penalty explain if someone kills a human being then shove a needle in that fuckers arm and take revenge,no,n a
 what is your opinion on why parents are sometimes strict we worry about our kids,no,n a
 what is your quirkiest habit and how long have you had it the way i put on and take off my socks boots,no,n a
 what is your true opinion on private school girls they aren t really that snobby or slutty you can find people like that anywhere,no,n a
 what is your view on abortion hate it,no,n a
 what is your view on abortion hate it,no,april kontostathis
 what is your view on abortion hate it ,no,n a
 what is your view on internet relationships explain i like them they are just as reall as meeting someone in quot real life quot ,no,n a
 what is your view on karma it doesn t exist,no,n a
 what is your weirdest talent picking my nose lmao jk jk jk swimming backwards,no,n a
 what is was the main thing you are were made fun of for in school if anything how did you deal with the comments people made about you i am tall and thin always have been so it s always been a source of enjoyment for other people,no,n a
 what kind of area do you live in a small town a huge city the country the mountains describe it to me casper has 50 000 people it s close to casper mountain and alcova lake so there is lots to do,no,n a
 what kind of bug spray do you use when going outside quot off quot works amazingly well i 039 ve learned yes it does and that s what i use,no,n a
 what kind of car do you drive who baught it for you a 1969 chevy 3 4 ton truck i bought it,no,n a
 what kind of car do you drive who baught it for you a 1969 chevy 3 4 ton truck i bought it,no,none
 what kind of clotheing is almost a pet peeve for you or that you strongly dislike or find extremely unattractive baggy pants,no,none
 what kind of clotheing is almost a pet peeve for you or that you strongly dislike or find extremely unattractive baggy pants,no,n a
 what kind of clothing do you find the most attractive on someone of the opposite sex dresses,no,n a
 what kind of email do you have i have an aol amp gmail yahoo and gmail,no,n a
 what kind of first impression is most common for others to percieve of you cowboy,no,n a
 what kind of influence do your friends have on you on a scale from 1 10 how much of a bad influence do they have on you it s me that has a bad influence on them lmao,no,n a
 what kind of morals do you inculcate in your daughter to be honest and kind and help others,no,n a
 what kind of music can you just not stand to listen to rap,no,n a
 what kind of phone do you currently have i have an env touch i don t have a cell phone,no,n a
 what kind of relationship do you have with your grandparents i had a great relationship with my grand parents when they were alive,no,n a
 what kind of role models would hitler have if he lived in current day p brack obama,no,n a
 what kind group of people are you most likely to judge at first site for me its the extreme emo crowd i try to stay away from the quot guy liners quot and quot i only wear neon amp black quot kind of ppl i agree and i do the same,no,n a
 what latest natural disaster occured nearest you apparently here we had tornados in pa near the state colleges hbu nothing nada,no,n a
 what law do you think is pointless prostitution it s a victim less crime,no,n a
 what made you laugh today nothing my mom had a stroke last night and is in the hospital so i am very worried,no,n a
 what made your birthday special talking to my daughter she is pretty reserved but she said that she loved me and was proud to be my daughter i just felt so happy and spiecial,no,n a
 what made your birthday special talking to my daughter she is pretty reserved but she said that she loved me and was proud to be my daughter i just felt so happy and spiecial,no,none
 what makes a person fake being insincere,no,n a
 what makes someone ignorant making some one hurt intentinally being predujiced not trying to advance yourself just staying stagnet,no,n a
 what makes you an outlaw been to jail 4 times and i still have un paid fines that i have to take care of i have respect for the rights of others but no respect for the law,no,n a
 what makes you different from me why are we so unique our souls,no,n a
 what manners do you ignore the most on a day to day basis e g don 039 t take off hat off in buildings elbows on table grooming in public ect don t take my hat off in buildings ,no,n a
 what manners do you ignore the most on a day to day basis e g don 039 t take off hat off in buildings elbows on table grooming in public ect don t take my hat off in buildings ,no,none
 what morals do you have are there any morals you wish to find in a significant other i have very few but i don t steal and i don t lie and i don t hurt people unnessasarly ,no,n a
 what morals do you have are there any morals you wish to find in a significant other i never lie i am brutally honest and want that in a partner,no,n a
 what movie in your opinion does johnny depp act perfectly in that man can t act period so it s a moot q,no,none
 what movie in your opinion does johnny depp act perfectly in that man can t act period so it s a moot q,no,n a
 what movie is coming out that is a must see for you i 039 ve seen previews on the last air bender and i 039 m dying to see it looks sooo good ironman 2 and i saw it,no,n a
 what part of your body do u wash first chest,no,n a
 what piece of advice is given to you frequently that you have yet to excersize follow or do stop going to jail lmao,no,n a
 what place is your hiding place that s a secreat,no,n a
 what position do you usually sleep in i sprawl out on my back with my arms and legs kind of flung everywhich way very comfortable lol on my belly hugging my pillow,no,n a
 what position do you usually sleep in i sprawl out on my back with my arms and legs kind of flung everywhich way very comfortable lol on my belly hugging my pillow,no,none
 what religion are you have you would you ever change religions to what catholic and no ,no,n a
 what religion are you catholic,no,n a
 what resteraunt if any do you eat at the most frequently the sandbar,no,n a
 what resteraunt if any do you eat at the most frequently the sandbar,no,none
 what room are you in at the moment living room,no,n a
 what room are you in at the moment living room,no,none
 what scene from a movie book or play would you most want to recreate in real life who would you play the gun fight at the o k corral doc holliday,no,n a
 what school subject did you like most and why history i like knowing what happened before i was here,no,n a
 what school subject did you like most and why history i like to know what happened before,no,n a
 what should fs have that it doesn 039 t we should be able to message each other,no,n a
 what should the punishment be for a guy who has a 1 night stand with a girl and gets her pregnant and he refuses to help in any way with the child is it his responsibility or is it the womanu2019s to wear protection it s both of theirs he s an ass for not helping and she s stupid for not taking care of her own body i am not sure there should be a punishment he has to live with the fact that he abandoned his child,no,n a
 what size bed do you have queen,no,n a
 what size is your tv i think mines like a well i dont know i know its biger then a 72 inch haha 32 quot ,no,n a
 what size shirts do you usually wear how about jeans i wear a medium in shirts for length and an averaged 7 for jeans medium shirts and pants are 32 in wiest and 36 length,no,n a
 what song are you addicted to at the moment pink please don t leave me,no,n a
 what song is ruined forever because of a past relationship what happened stevie nicks leather an lace i danced to that song at my wedding now i can t listen to it,no,n a
 what sort of things situations make you nervous large crowds of people,no,n a
 what store do you shop at the most home depo,no,n a
 what things annoy you know matter what loud talkers pushy people rudeness going to someone s house and they are sloppy housekeepers,no,n a
 what time did you get to bed last night 11 pm,no,n a
 what time do u normally wake up in the morning 6 30 am,no,n a
 what time is it right now and how long has this question been in your inbox 9 55 pm and i have no idia,no,n a
 what time is it where ever u may live its 4 35 here now 3 32 pm mountain standern time,no,n a
 what to u think to scay movies what ,no,none
 what to u think to scay movies what ,no,n a
 what to u think to scay movies what ,yes,scay movies 
 what turns you on everything,no,n a
 what type of sex do you prefer more women but i do like gay sex once in awhile,no,n a
 what type of sexual performance do you preform the most why intercourse with women oral with men i like the feeling of being inside a woman but have to be in the mood to be penatrated myself,no,n a
 what type of work experience do you have i have been working in hotels and cruise ships doing maintenace for 21 years,no,n a
 what type brand of car truck would you never consider owning why dodge they have a crappy brand and a shitty product,no,n a
 what was a popular game you used to play as a child e g manhunt hide amp seek tag hopscotch ect hide and seek as i got older it was hide and seek with b b guns now it is with paint guns,no,n a
 what was the first national park you went to yellowstone,no,n a
 what was the last book you read and what was it about the ex mrs hedge fund it s about a rich woman who finds out her husband is cheating on her and then decendes into a murky sexual hedonisim to try and make herself feel better,no,n a
 what was the last book you read the ex mrs hedgefund,no,n a
 what was the last meal that you prepared if never why you so lazy hm haha no jk lol p pork chops,no,n a
 what was the last movie you were super excited to see but it was a disappointment what about it wasnu2019t as good as you expected iron man 2 it had pleanty of action but i had to wait till the very end of the credits to see the trailor to the thor movie,no,n a
 what was the last thing u ate and drank chicken and beer,no,n a
 what was your favorite subject in school if your in school what is your favorite subject why history,no,none
 what was your favorite subject in school if your in school what is your favorite subject why history,no,n a
 what was your first job for those of you who dont have one what do you want it to be cubing hay on a ranch,no,n a
 what ways are you like your parents we both work hard and play hard,no,none
 what ways are you like your parents we both work hard and play hard,no,n a
 what ways are you opposite from your parents i am more capable with tech like computers and gadgets,no,n a
 what website can you not stand my space it s full of fakes and pervs,no,n a
 what website can you not stand my space it s full of fakes and pervs,yes,it s full of fakes and pervs
 what were you doing at 4am this morning r sleeping,no,n a
 what were your parents like my dad was a fun loving free spirit who loved his beer and gave all his heart to his kids my mom is a nice well mannered lady who is kinda clingly and worries about about my life style but means well ,no,n a
 what will be the most exciting thing you do this summer if nothing make it up haha i hate one word answers p i am going to yellowstone national park in august,no,n a
 what will you be doing for your dad this father 039 s day is there any other male in your life besides your dad who you will be getting something or doing something for my dad passed away 4 years ago i miss him terriably i don t know what i will do for my uncle he has everything ,no,n a
 what would be an ideal gift for your significant other to give you beer,no,n a
 what would be the most romantic way a man could propose i actually have no idia,no,n a
 what would be the most romantic way a man could propose i actually have no idia,no,none
 what would have to happen in your life for you to seriously contemplate suicide d do you feel suicide is ever warranted or is it always wrong always wrong suicide is a mortal sin,no,n a
 what would you do or say if your best friend called you at 4 00 in the morning saying she was pregnant and needed you to pick her up because she was sick and her parents kicked her out go get her and take care of her,no,n a
 what would you do or say if your best friend called you at 4 00 in the morning saying she was pregnant and needed you to pick her up because she was sick and her parents kicked her out go get her and take care of her,no,none
 what would you do if a chinese man hopped out of your trunk flashed you and said 039 toodaloo motha fucka 039 lmao,no,n a
 what would you do if you couldnt be with the one you really love would you live with it get over that person ignore what you are being told to be with them explain why i am divorced so the one person i really loved is out of my life now,no,n a
 what would you do if you heard your neighbors having sex do you think they hear you having sex i have heard my nieghbors having sex and i am sure they have heard me i don t mind it,no,none
 what would you do if you heard your neighbors having sex do you think they hear you having sex i have heard my nieghbors having sex and i am sure they have heard me i don t mind it,no,n a
 what would you do if you went on a date and your date drugged you and you woke up chained to a wall with freshly pierced nipples and wearing nothing but leather briefs that are not yours lmao i really don t know i guess i would ask her if i could be let go and have sex with me so i could remember it,no,n a
 what would you do if you went on a date and your date drugged you and you woke up chained to a wall with freshly pierced nipples and wearing nothing but leather briefs that are not yours lmao i really don t know i guess i would ask her if i could be let go and have sex with me so i could remember it,yes,drugged
 what would you do if you woke up one morning and were me for a day i would be a woman so i would immediatly get laid i have always wanted to know what that would be like,no,n a
 what would you do if your country started a war you considered unjustified idk,no,n a
 what would you rather be an actress actor or a rock star why rock star they get all the women lol,no,n a
 what would you say to george bush if you had the opportunity i have no idia,no,n a
 what would you say your biggest accomplishment was my daughter,no,n a
 what would you take away from fs if you could true friendship,no,n a
 what you like on girls how you like em to be boobs i like strong minded women,no,n a
 what 039 s at the end of your rainbow a hot 19 year old blond going into the navy no no jk jk a pot of gold really ,no,n a
 what 039 s at the end of your rainbow a hot 19 year old blond going into the navy no no jk jk a pot of gold really ,no,none
 what 039 s brauts german sausgage,no,n a
 what 039 s duii driving while drunk,no,none
 what 039 s duii driving while drunk,no,n a
 what 039 s one thing that you wish you could say and have the entire world hear give peace a chance,no,n a
 what 039 s sexier thongs or boy shorts thongs,no,none
 what 039 s sexier thongs or boy shorts thongs,no,n a
 what 039 s the best law in your opinion freedom of speech,no,n a
 what 039 s the cheesiest compliment that you have ever received be it by a girl or a guy a guy he told me i had really pretty eyes lol,no,n a
 what 039 s the longest you 039 ve made someone wait before having sex with them an hour,no,n a
 what 039 s the longest you 039 ve made someone wait before having sex with them an hour,yes,what s the longest you ve made someone wait before having sex with them
