text,answer,bullyingword
 if you got in a cab and the driver drove backwards would he end up owing you money d well unless he is planning on taking you around the world the long way then he owes you the money yeah actually they should do that it would be a free fare and still get you home ,no,n a
 if you had a billion dollars what would you do with it woahhh a billion dollars well i would make sure i am settled with everything i would need plus my family and friends then i would give a lot to charities to smaller charities because the mainstream ones get a lot from exposure then put the rest into an account for future family members i wouldn t want to be that kind of person where it changes who i am but still i wouldn t mind it ,no,n a
 if you had one word to describe yourself what would you choose independent ,no,n a
 if you had to choose between a millions bucks and being able to fly which would you choose a million bucks because what can you really achieve by flying 1 you would look extremely odd 2 with a million bucks you can buy flying equipment ,no,n a
 if you had to choose between your favourite chocolate bar your favourite type of crisps chips to everyone else and your favourite drink as the only thing you could ever enjoy again what would it be and why oh and please tell us what your favs are ummmm chocolate bar 333 also i heard you can lose weight if you eat only chocolate thats a bonus right haha so yeah chocolate ummm maybe twirl or wispa yeah twirl 3333 or time out ,no,n a
 if you mated a bull dog and a shitsu would it be called a bullshit sorry idk why this came to mind p ohhhh i think i have heard that somewhere i don t know where but somewhere perhaps i just read your mind who knows ,no,n a
 if you think youu2019re a hypochondriac then are you one or not i don t even have a clue what that is o_o obviously its something self diagnosed yes ,no,n a
 if you try to fail and succeed which have you done you have failed pure and simple so as a result succeeded ,no,n a
 if you were a genie and a person asked you this wish quot i wish you would not grant me this wish quot what would you do they cancel each other out so i do nothing use it on myself instead im a hardcore genie i bent rules ,no,n a
 if you were a tree what tree would you be p a tree well i wasn t aware that trees can tell the difference between things but i see where you are going with this i would say a willow tree only because i love to be protective of the ones that i love and as a willow i can spread my branches and give shelter to those who need it excuse cheesy answer thanks ,no,n a
 if you were the opposite sex for one day what would you look like and what would you do ermmmmm can t say i have ever thought about that question so i would say beefy like mr t phwarrrrrr and go around giving out free chocolate bars for sex haha ,no,n a
 if you were under house arrest and you lived in a mobile home wouldn 039 t you be able to go anywhere you want d you would but you would never be able to leave it so its a bit like the quot you can look but don t touch rule quot it plain sucks ,no,n a
 if you 039 re anything like mw then you might just be weird that is haha well i think i am very much like you so in that sense i probably am weird orrrrr you are very much like me in which sense you aren t weird take your pick there missy p,no,n a
 if your friend was cheating on their lover would you tell them to stop i don t think it would really be my place to get involved but it would completely depend on their lover if i thought they treated my friend badly in the first place i probably would just stay out of it whereas if they didn t deserve it i would try and intervene and tell my friend to sort herself out and tell them or break it off it s not fair to lie either way ,no,n a
 if your friend was cheating on their lover would you tell them to stop i don t think it would really be my place to get involved but it would completely depend on their lover if i thought they treated my friend badly in the first place i probably would just stay out of it whereas if they didn t deserve it i would try and intervene and tell my friend to sort herself out and tell them or break it off it s not fair to lie either way ,no,none
 im a hero will you be my heroine im already a heroine ,no,n a
 im a hero will you be my heroine im already a heroine ,no,none
 im a question theif its my new thing i certainly did think so p so can i become a major role in your new business please can i be the executive manager and steal some too ,no,n a
 im a question theif its my new thing i certainly did think so p so can i become a major role in your new business please can i be the executive manager and steal some too ,no,none
 im answering your questions right now promise sure thannnnnng i shall happily await ,no,n a
 im back kelly yayyyyy ,no,n a
 im bisexual lol and who is quot i m quot ,no,n a
 im bored are you bored yes im bored lol,no,n a
 im doing well painting my nails green 3 haha are your nails painted right now what color haha i love that you paint your nails so often you are the only person that i know who regularly keeps them updated my nails are painted now of course they are i can t remember a day when i went out without painted nails p they are a dark red colour they usually are to be honest ,no,n a
 im feeling rather curious about everything tell me something i dont know b c there must be something ummmmmm something you don t know ummmm there is probably loads of things but nothing i think that is really relevant i wanted to live over in the states when i complete my film courses i don t know if it will pan out hopefully some day ,no,n a
 im going shopping this weekend care to join me i would love to join you well thanks can i spend all my money on nice clothes and take you to dinner p haha,no,n a
 im good missed you though haha good day awwwwww i missed you too didn t want to be soppy and admit it though but i clearly failed pretty boring day but there again you weren t here so what do i expect p anything fun happen at school ,no,n a
 im katie allen haha but no i love skins so much ohhhhhh did you just tweet me saying hi see its all coming together who doesnt love skins right xd,no,n a
 im mary and im hurt very deep down you cut me deep kelly awwww well it got you to admit your name i feel there was a win on my part p im sorry seals cuts with superglue ,no,n a
 im taking your advise and going upstairs but ill be ipoding haha haha go for it you will thank me later ,no,n a
 imagine it is a dark night you are alone it is raining outside you hear someone walking around outside your window who do you call can i call the local butchers they are bound to have some utensils that come in handy in case im attacked haha,no,n a
 in cali colombia a woman may only have sex with her husband and the first time this happens her mother must be a witness o ewww eeeek hahahahahahahahahahaahahahahahahahhahaha i just loled is that serious how awful i take it its an arranged marriage or something random haha poor bloke too thats worse than dying a virgin lol,no,n a
 in general opinion on motorbikes mopeds good bad fun comment in any way i think they can be fun but the only worry i have about them is some people don t wear the right gear and i get a bit concerned about that especially if its people that i really care about or love i do think they are pretty fun though and my sister did have a moped before she learned to drive a car she gave it up about 2 weeks into passing her test lol so apart from being concerned they are rather cool ,no,n a
 in katie 039 s episode of series 4 we learnt that katie 039 s name is actually kathryn might not be spelt that way but it 039 s all good so when i asked who came first kathryn or kathryn ohhhhh i get it well kathryn thats a rather trick question isn t it p because its both p katie and kat ,no,n a
 in scale from 1 10 how afraid of dark are you depends on where i am in my bedroom like 2 in the woods about 9 ,no,n a
 in your opinion what is the best thing about being a girl ummm probably kind of the same as the last answer in a weird way sensitivity only because being a girl and someone doing something for you either a friend family member or a lover you appreciate it so much more also being a girl this is going to sound terrible but you are able to handle things better and are able to understand how a certain person is feeling or thinking and you can react to it in the right way if that makes sense men again some not all are less sensitive and don t understand why that person is crying or angry but being a girl you just know ,no,n a
 in your opinion what is the worst thing about being a girl well apart from the obvious having children the pain of giving birth periods etc etc sensitivity i think just because i know im a very sensitive person and i really hate how i let things upset me sometimes a lot of men not all but the majority don t let things bother them so much as women do so definitely that ,no,n a
 independent but you live at home explain well i am independent in the sense that i don t care what other people think about certain things anyway and i don t let anything else influence what i wear or say a lot of people say my dress sense is quot unique quot and i would agree lol i still live at home only because i have no other choice im only 20 and you will see what its like to be still pretty young and not have the biggest income if i moved out i would be paying rent for somewhere but i couldn t even afford to live so whats the point in moving out i will in time well in september so its going to be a nice break when i am at home im independent in the sense that i like to be in my bedroom or by myself doing things not that im a loner lol i just find it easier to concentrate on something if no one else is there you know what i mean i sound completely weird don t i o_o lol ,no,none
 independent but you live at home explain well i am independent in the sense that i don t care what other people think about certain things anyway and i don t let anything else influence what i wear or say a lot of people say my dress sense is quot unique quot and i would agree lol i still live at home only because i have no other choice im only 20 and you will see what its like to be still pretty young and not have the biggest income if i moved out i would be paying rent for somewhere but i couldn t even afford to live so whats the point in moving out i will in time well in september so its going to be a nice break when i am at home im independent in the sense that i like to be in my bedroom or by myself doing things not that im a loner lol i just find it easier to concentrate on something if no one else is there you know what i mean i sound completely weird don t i o_o lol ,no,n a
 inny or an outy inny,no,n a
 inny or outy inny you ,no,n a
 is anything really ever perfect well what is perfect i suppose that determines our answer there isn t such a thing its different to the individual but i suppose no ,no,none
 is anything really ever perfect well what is perfect i suppose that determines our answer there isn t such a thing its different to the individual but i suppose no ,no,n a
 is curiosity ever a bad thing never curiosity keeps you alive it keeps things entertaining ,no,n a
 is family important to you yes definitely i think family is very much what you can make of it but still they are the people that have lived to bring you up you need to respect and be thankful for that even if i don t get along with them all the time ,no,n a
 is forever over now forever will never be over ,no,n a
 is having a crush on john bishop wrong lol p totally not only if you have a crush on his on screen daughters then yes fuck it john bishop is totally hot not to me obviously but in general xd,no,n a
 is it always obvious that im asking you the questions onlt a tad haha 3,no,n a
 is it just me or is it weird watching people do ski jumping its interesting for about 5 seconds then i switch the channel p,no,n a
 is it just me that crys when they yawn i cry when i yawn its bloody annoying when you have just done your make up s,no,n a
 is it ok to have a crush on multiple people i think so yeah as long as you don t act on that crush with multiple people or tell your other half about the crushes than you re fine don t want to make things awkward s well unless its a celebrity one because i think everyone has them lol ,no,n a
 is it possible to be cute and drop dead gorgeous yes i think so definitely well yourself for one thing p don t even go there by saying you arent if you saw yourself in a bar you would so chat yourself up don t even deny it p,no,n a
 is it wrong that im working my way through a tub of carte dor no why is it wrong the only problem is that its french p joke ,no,n a
 is it wrong to like boys no lol thats like saying is it wrong to like tea ,no,n a
 is it wrong to like girls no unless you are some type of insect then sorry to say it probably wont work size issues you know ,no,n a
 is it wrong to like girls no unless you are some type of insect then sorry to say it probably wont work size issues you know ,yes,you are some type of insect
 is it of course ,no,n a
 is love eternal i would like to think so yes ,no,n a
 is revenge sometimes justified yes i think so yes in different ways too if someone gets you why can t you return the favour i think revenge can show people something too if that makes sense shows you how something feels take naomily for example emily kissing that girl it showed naomi in a really small sense how emily is feeling even though it doesn t compare emily blatantly did it on purpose to get back at her and i would probably do the same in her position so yes i think it can be ,no,n a
 is rosie asleep quot rosie are you asleep quot quot yes quot yeah she is sorry ,no,n a
 is rosie asleep quot rosie are you asleep quot quot yes quot yeah she is sorry ,no,none
 is the glass half empty or half full half full why be negative about it ,no,n a
 is there a such thing as a perfect relationship for you ummm i think the term perfect relationship varies for everyone and anyone depending on their mood at the time you know if i were to answer this i would say someone who loved me for who i was and vice versa someone who gets you who unterstands your feelings and needs and treats you with the respect you treat them with someone romantic cute witty honest trusting etc lol how about you ,no,none
 is there a such thing as a perfect relationship for you ummm i think the term perfect relationship varies for everyone and anyone depending on their mood at the time you know if i were to answer this i would say someone who loved me for who i was and vice versa someone who gets you who unterstands your feelings and needs and treats you with the respect you treat them with someone romantic cute witty honest trusting etc lol how about you ,no,n a
 is there anywhere more secluded where you will post the answers that escape this form not that im aware of ,no,n a
 is this the kelly blake the one that was in skins r bahahahahahahahaha hey lester buddy r r this was me louise buddy haha onit onit ,no,n a
 is this the kelly blake the one that was in skins r bahahahahahahahaha hey lester buddy r r this was me louise buddy haha onit onit ,yes,haha onit
 is this the kelly blake the one that was in skins bahahahahahahahaha hey lester buddy ,no,n a
 is your hair naturally curly it is naturally quite wavy yes it goes really curly if it gets wet when im out or something and i hate it when it gets rained on because i can t sort it out until i am back home anyway normally i don t really do much to my hair i always blow dry it kind of so it goes a messy wavy kind of look i don t use any straightners or curlers on it very often anyway i just let it do its thannnnng probably why it is in such good condition then i style it occasionally obviously but more often than not its left messy but like styled messy not like trampy or anything lol ,no,n a
 is your hair soft it is actually i remember when i went to the hairdressers to actually ask about bleaching my hair and they said quot but your hair is so soft and shiny don t ruin it quot but its better than doing it when its weak and it falling out lol so yeah it is pretty glossy ,no,n a
 is your middle finger longer than your ring finger its actually not because then my hand would look scary ,no,n a
 is your middle finger longer than your ring finger its actually not because then my hand would look scary ,no,none
 is your middle name as cool as carla 039 s carla s middle name will always be cool to you because its personal mine is cool to anyone else who is named annabel p,no,n a
 isn 039 t it interesting how the word quot politics quot is made up of the words quot poli quot meaning quot many quot in latin and quot tics quot as in quot bloodsucking creatures quot many tics explains the story behind the parliment then lol,no,n a
 it doesn 039 t like you does this face look like it cares to me this face looks like it s smiling ,no,n a
 it is more worthwhile and satisfying to improve the world or appreciate the world appreciate the world to change something is a heck of a big deal and its not always achievable which means you would never be satisfied so to appreciate it the way it is means you would always get something out of it ,no,n a
 it means nothing to me anymore because the person who i shed talked with is being a c u n t like normal i suppose what happened to the person in the shed ay ay ay i think you and rosie need to sort this out or i think you and louise need to sort this out without the use of these questions ,yes,c u n t
 it means nothing to me anymore because the person who i shed talked with is being a c u n t like normal i suppose what happened to the person in the shed ay ay ay i think you and rosie need to sort this out or i think you and louise need to sort this out without the use of these questions ,yes, the person is being a c u n t not directed at the other person in the conversation though 
 it means nothing to me anymore because the person who i shed talked with is being a c u n t like normal i suppose what happened to the person in the shed ay ay ay i think you and rosie need to sort this out or i think you and louise need to sort this out without the use of these questions ,no,n a
 it 039 s bum with warm milk but maybe this is because i dont like milk you don t like milk who doesn t like milk if you were lactose intolerant then fair enough but considering you are having milk on your cereals i guess you aren t ,no,n a
 it 039 s bum with warm milk but maybe this is because i dont like milk you don t like milk who doesn t like milk if you were lactose intolerant then fair enough but considering you are having milk on your cereals i guess you aren t ,yes,who doesnt like milk
 it 039 s my dads birthday today guess his age happy birthday mystery persons dad ermm 45 ,no,none
 it 039 s my dads birthday today guess his age happy birthday mystery persons dad ermm 45 ,no,n a
 italian or french cuisine italian thats my favourite kind of food ,no,n a
 italian or french cuisine italian thats my favourite kind of food ,no,none
 its from the film jar head but maybe it was also in family guy who knows ohhhh i don t know either i just googled it p lol,no,n a
 its half term ohhhhh yeah i forgot that oh bollocks that means work is going to be busy ,no,n a
 its must of been love but its over now it must have been good but we lost it somehow ,no,n a
 its not very important so yea i had a dream about you haha i feel very special to have been tainting your dreams even if it did end up with you being in pain im glad i could have helped 3,no,n a
 je t 039 aime 3333 like wise ,no,n a
 jesus christ missed his middle name ,no,none
 jesus christ missed his middle name ,no,n a
 jesus rosie christ jesus h christ ,no,n a
 join me in the shed sometime haha i dont know if that wink is a good idea p,no,n a
 just because i would hypothetically be doing my job doesnt mean you aren 039 t a 039 special 039 sort of person id spy on you might be more special than you think kelly blake far more special hahaha 3 awww thank you and when we say special i take it we don t mean weird or anything o_o lol,no,n a
 just fell up the stairs then tripped over a bucket only to land face first in my cats 039 litter box which has not been cleaned in a while my uncoordinatedness has absolutely noooo boundaries p omfg did you actually just do that hahahaha if i fell in my cats litter tray i would scream uncontrollably until the litter shakes itself off of my body s,no,n a
 kelly if i could bake what would you want me to make you hmmm well im am getting baked cookies soooo second best option would be cheeeeeeesecake a strawberry cheesecake 333333 ,no,n a
 kelly if i could bake what would you want me to make you hmmm well im am getting baked cookies soooo second best option would be cheeeeeeesecake a strawberry cheesecake 333333 ,no,none
 kelly you are my lobster 3333 i love you more than cheese ,no,n a
 kelly make twitter work pleaase it worksssssss xd,no,n a
 kelly woo finally replied i have missed you loads babe i think maybe you 039 ve been sad becuase you missed me and i have been the same but happy days now 3 haha sorry busy couple of days i haven t been on here anywhooo im here now how did you work me out louise you hit the nail on the head there too much missage 3,no,n a
 kiss me i 039 m irish well partially anyway i should kiss you because you are irish haha tell me why ,no,n a
 kiss me i 039 m irish well partially anyway i should kiss you because you are irish haha tell me why ,yes,kiss me
 kiss me i don t know who has posted this so as a result thank you for the offer but i shall have to decline unless you are that person that is allowed kisses then of course ,no,n a
 kiss me i would you know that i don t think you even need the question mark you do not have to ask p,no,n a
 kiss me i would you know that i don t think you even need the question mark you do not have to ask p,no,none
 knock knock who s there ,no,n a
 lace or cotton it depends on what it is bedding or anything then cotton lol clothing or underwear then lace p,no,n a
 lace or cotton it depends on what it is bedding or anything then cotton lol clothing or underwear then lace p,no,none
 lace or leather lace im not a big fan of leather unless its a jacket then i would say a big no no to a lace jacket p,no,n a
 lady bugs are officially taking over my house i keep on seeing them everywhere haah but they are supposedly a sign of good luck so yay o i haven t seen a lady bird in ages they are a sign of spring and summer so go youuuuu isn t it the black ones that pee i hope for your sake they aren t peeing everywhere p haha ,no,n a
 last furry thing you touched my cat ,no,n a
 last words before you die quot the lights going out quot ,no,n a
 least favorite movie ummm i have too many to think about s i watched st trinians the other day thats definitely up there on worst movie list also mr and mrs smith damn boring ,no,n a
 leather jacket or leather pants jacket definitely more movement besides if you split your jacket you just take it off can t say the same for your pants trousers now can we lol,no,n a
 less censorship more fun i guess thats the rule of life we live once may as well enjoy it right ,no,n a
 lily loveless or kathryn prescott hmmmmm thats difficult im attracted to kat more there is something that draws me in but i think i could get on with lily better so hard to say can i be greedy and say both p,no,n a
 lily or naomi lily all the way naomi i don t know how i could handle but lily is like the sweeter version of naomi ,no,n a
 lily or naomi lily all the way naomi i don t know how i could handle but lily is like the sweeter version of naomi ,yes, i don t know how i could handle sweeter version of naomi 
 live where you are now or somewhere else where ummm how about new jersey sounds good to me p,no,n a
 lol yh p well naomily love wooop for naomily 333 they need to fix them because at the moment skins are going the wrong way about it s perhaps we see all the angst again and at the end they get a happy ending again i would rather they end happy than start happy and break up you ,no,none
 lol yh p well naomily love wooop for naomily 333 they need to fix them because at the moment skins are going the wrong way about it s perhaps we see all the angst again and at the end they get a happy ending again i would rather they end happy than start happy and break up you ,no,n a
 long hair or short you mean on me or someone else long for both anyway lol,no,n a
 louise rawlings or rosie edge take your pick they 039 re after me obviously i cant pick i ship you with them both ,no,n a
 louise rawlings or rosie edge take your pick they 039 re after me obviously i cant pick i ship you with them both ,no,none
 love me or hate me love you quot share the loveeeeee you feeling it quot ,no,n a
 love you too 3333 do you have a favorite pickup line not necessarily one that you 039 d actually use but one that you think is just so damn funny is there one you 039 d actually use haha i don t actually im not one for pickup lines they are just so unoriginal you know if someone was actually trying to ask me out or whatever i would rather they put in a bit of effort rather than reading something from a book but the cheesy ones are incredibly funny no good to actually get a date but still funny p i would rather talk to someone and get to know the real them probably why i am still single ,no,n a
 love you love you toooo 333 ,no,n a
 lovvvveeeee them all very different and all very cool the club and evening at the pub looks were my favorite 3 i just might have to come visit you sooner just to have you dress me up oh yeah im liking that plan i loved those looks the best too they are my speciality i think you should get your butt over here with an empty suitcase it would be leaving very full and no not just because im hiding in it too p haha,no,n a
 lovvvveeeee them all very different and all very cool the club and evening at the pub looks were my favorite 3 i just might have to come visit you sooner just to have you dress me up oh yeah im liking that plan i loved those looks the best too they are my speciality i think you should get your butt over here with an empty suitcase it would be leaving very full and no not just because im hiding in it too p haha,no,none
 made you really happy really excited really angry really sad ummm really happy i can t remember a little while ago i think i haven t been too happy these last months really excited probably about moving down to brighton in september and getting my own place etc really angry well the thing i explained to you earlier where i was putting my skins magazines on ebay and my sister came in sat on my bed and started chatting i turned back to my computer and my sister went really quiet so i turned to look at her and she was happily trying to rub off kat s signature off of my diva magazine yeah i wasn t too happy luckily she didn t but thats not the point she is 23 too so should have known hell better s really sad well unfortunately i have been pretty sad for quite a while and i cant seem to look up about things does that answer it ,no,n a
 major part of getting into a good college college to get your associates 2years and your bachelors another 2 years is usually 4 years during which you pick a major and then after you graduate you can further your studies and go to graduate school and get oh it sounds like you have a longer education system than we do but i think we just change schools more i don t know lol,no,n a
 making the first move do the 2 non first move ers cancel each other out and make it an 039 at the same time 039 first move haha or does someone just give in first p s i love lists just so you know its my ocd side taking over p if there were 2 of us that had trouble making a move then i think that creates one hell of a lot of sexual tension lol as soon as one person then does make a move because its just an amount of time before someone actually breaks it would be really really intense ,no,n a
 margarita or pina colada or daiquiri pina colada margaritas and daiquiri s are pretty tasteless if im honest ,no,n a
 marmite love it or hate it or don 039 t have a clue what i hate it isn t it made from olives or something yeah not a fan of olives so no marmite thanks ,no,n a
 mashed potatoes fries jacket potato or roast potatoes fries im british im a chip person p,no,n a
 maybe its not just conversation maybe it isn t maybe it is how do we tell i know you tell me thanks ,no,n a
 maybe its not just conversation maybe it isn t maybe it is how do we tell i know you tell me thanks ,yes,you tell me 
 mcdonalds or kfc i don t eat either but mcdonalds because i don t like the kfc batter ,no,n a
 me you hmmm nice and romantic aren t we bringing in my love for mathematics ,no,n a
 me and you shed tonight well of course my dear thats alright lame excuse to fill the answer with song ,no,n a
 me and you shed tonight well of course my dear thats alright lame excuse to fill the answer with song ,no,none
 me move there or you move here i think you should move here i would take care of you i will have my own flat soon my own car you can move to london with me become a successful doctor and if ever i get sick you can be my nurse haha ,no,n a
 megan fox do you think shes hot not personally no ,no,n a
 mint gum or bubble gum mint gum it tastes nicer for longer ,yes, mint gum it tastes nicer for longer 
 mint gum or bubble gum mint gum it tastes nicer for longer ,no,n a
 mint or cinnamon i hate cinnamon so mint ,no,n a
 minty or fruity scents it depends on what it is for perfume then fruity nahh probably all fruity ,no,n a
 minty or fruity scents it depends on what it is for perfume then fruity nahh probably all fruity ,no,none
 mmmm i smell food like cheese or something whats your favourite smell favourite smell my conditioner ,no,n a
 mmmmm a nice warm relaxing fire perhaps some cuddling how long shall we stay and im thinking one bedroom sound good to you nice big bed with a lot of 039 wiggle room 039 haha hmmm how long should we stay good question i reckon we should stay for 2 weeks then move somewhere hot to relax off what do you think well why do we need too bedrooms haha big bed sounds good along with wriggling haha i can t believing i am posting this on my formspring haha ummm what else what daily activities would you like to do p,no,n a
 modern or traditionally styled home i would say modern really just because i love the highly designed things but i would want it to look lived in you know there are a lot of modern designs which are really really empty which i don t really love anyway i love things that are unusual and colourful so i suppose it could be a mix of both ,no,n a
 moped 039 s rulee they do rule especially if they are made by vespa orange have black pen drawings on them pom poms coming out of the handles and a pair of bunny ears in the centre ,no,n a
 more of an observer than a 039 doer 039 and yes the dirtiness can keep life a bit interesting and i wish i could visit i want to and it will happen eventually and you have trouble making the first move so what happens when 2 people have trouble i do have trouble making the first move but ,no,n a
 most amazing thing you 039 ve ever seen ummmm other than kathryn prescott half naked in the intro of episode 2 haha joking probably some traditional things like certain weather changes animals doing funny things i don t know lol im boring with this answer but can i go with the sweet answer the way of two people falling in love is one of the beautiful things known to man lol,no,n a
 most favorite song ever ummmmmmmmmmmmmmmmmmmmm ummmmmmmmmmmmmmmmmmmmmmmmm ummmmmmmmmmmmmmmmmmmm i don t think i have one ummmmmmmmmmmm ummmmmmmm ummmmmmmmmmmmmmmmm perhaps ummmmmmmmm yeah don t have one ,no,n a
 most influential person in your life ummmm hmmmm this means i need to think i don t think there is anyone as such there are elements in certain people and traits that i love over a mixed variety of people ,no,n a
 most people are asses agree disagree expand on this i agree and disagree people are what we make of them and some people come across twats and some people kind it depends on how we get along with them the factors that stop us from clashing often things that you have in common can stop you relating to someone so all in all it depends on the person as to whether someone is an ass or not p,no,none
 most people are asses agree disagree expand on this i agree and disagree people are what we make of them and some people come across twats and some people kind it depends on how we get along with them the factors that stop us from clashing often things that you have in common can stop you relating to someone so all in all it depends on the person as to whether someone is an ass or not p,no,n a
 my bedroom is upstairs i could take the long 14steps upstairs to my double bed or risk staying down here amp falling asleep take the long 14 steps upstairs lazy butt p and fall asleep in comfort ,no,n a
 my bedroom is upstairs i could take the long 14steps upstairs to my double bed or risk staying down here amp falling asleep take the long 14 steps upstairs lazy butt p and fall asleep in comfort ,no,none
 my bedroom is upstairs i could take the long 14steps upstairs to my double bed or risk staying down here amp falling asleep take the long 14 steps upstairs lazy butt p and fall asleep in comfort ,yes,lazy butt p
 my brother made a dog bite my face wtf did he shove some kind of meet on your face a dog bit your face in seriousness i,no,n a
 my brother wtf why being a typical brother ,no,n a
 my dads on nights so when he gets home it 039 ll be 5am no longer valentines sucks to be him doesn t it what does he do and don t say late night from being out with the girlfriend ,no,n a
 my dads on nights so when he gets home it 039 ll be 5am no longer valentines sucks to be him doesn t it what does he do and don t say late night from being out with the girlfriend ,yes,sucks to
 my hair feels soooooooo soft right now 333 awwwww i love soft hair 3333 its a sign of good condition so goooo you ,no,n a
 my jaffa cake question started all of this l woo me its a simple question really being as they 039 re called jaffa cakes x hahahaha i still class them as a biscuit i mean would you eat a whole packet of cakes no a whole packet of jaffa biscuits yes ,no,n a
 my puppy says hi woof woof hello puppy all my cats say hi too meow now be good and please do not chase ,no,n a
 my questions aren 039 t very interesting p no they are its keeping me entertained and if im keeping you entertained with my answers we are on to a winner ,no,n a
 my tv is brokennnn ahhhhh you can borrow mine if you like im watching the skins house party and its not that fantastic anyway welcome to mine ,no,n a
 naah but that would be awesome louise 039 s mixtape is what rosie made for me how cute and you wonder why i didnt ship lousie p,no,n a
 name 2 jobs you 039 d not like to do and why 1 clean anyone else s crap aka a maid lol 2 something that involved no creativity what so ever for example an office job or something sitting there doing the same thing day in day out just kill me ,no,n a
 name 3 of the best places you have ever been to ermmmm florida key west and los angeles ,no,n a
 name 3 of the best places you have ever been to ermmmm florida key west and los angeles ,no,none
 name 3 of the sexiest parts of a girl 039 s body so by parts you don t mean face okay so legs torso and neck ,no,n a
 name 3 of the sexiest parts of a girl 039 s body so by parts you don t mean face okay so legs torso and neck ,no,none
 name 3 things you couldn 039 t live without why phone because i need to be in contact with people even if its pretty crap most of the time car keys because i need to be getting around and money because you can t get very far without some dosh these days ,no,n a
 name 5 of the most important things in your life family friends security ie home car money career happiness and love ,no,n a
 name a movie or movies you can watch over and over hmmm okay it depends on my mood but any disney film the descent freaky friday new one moulin rouge loads but mainly happy feel good films ,no,n a
 name someone you can tell just about anything to you ,no,n a
 name the clothing store you shop at the most probably h amp m i love some of the stuff they get in there i do like unique things though so i tend to shop wherever and pull things together that work best for me i get comments on my clothing from time to time usually from my dad lol quot kelly wtf quot quot dad you live in jeans and a t shirt be a little bit creative quot lol i once wore my dressing gown to the skins house party its silk so it just looked like a jacket but still an original jacket lol,no,n a
 name your 2 favorite colors and why are they your favorite colors blue and purple they are so vibrant and i love to wear bright things because it expresses personality not like clown vibrant but still colourful ,no,n a
 name your least favorite feature my body im so freaking tall and i hate it because i can t wear heels my friends are pretty short too so that makes me look like the sore thumb while on a night out lol ,no,n a
 names i 039 m one of your keenest followers on twitter drink meal rampant sex or a combination of all the above are you perhaps from lester ,no,n a
 naomily or spashley oh god do you even need me to answer that lol naomily spashley were amazing until the writers ruined it im seeing a recurring theme here o_o lets not think about it ,no,n a
 narr i was sharing the love for louiseeee of course ,no,n a
 narrr man jeeze aint short for jesus it is when my name is in the context ,no,n a
 necklace s or ring s or bracelet s necklaces a day will not pass when i am not wearing several necklaces xd i like to be unique so they are usually a bit unique ,no,n a
 neither copied either all time low got their name from a new found glory song and i have blonde hair and blue eyes haha who asked this question ,no,n a
 neither copied either all time low got their name from a new found glory song and i have blonde hair and blue eyes haha who asked this question ,yes,haha 
 nice relationship status on fb haha don t you just love it lol,no,n a
 nice tie tie ,no,n a
 no but i 039 ll test you if you like my brain isnt creating the most activity at the moment p shouldn t you be going to sleep don t you have school tomorrow ,no,n a
 no believe it or not that wasnt me hmm and yes im extremely ticklish haha but in my dream i came to visit you and we were sitting in a park having a totally intense in a good way conversation then we started walking and fooling around and it wasn t you what wasn t you lol okayyy ,no,n a
 no coco i mean a good kind of special a very good kind of special good good good love youuuuu 3333,no,n a
 no i don 039 t know they 039 re on this playlist haha but a good songs came in now louise 039 s mixtape haha let me guess beyonce dominates ,no,n a
 no no i cannot just deal with a and a i love to put noses one my little text faces i like noses you know they are one of the first things you notice about a person that and their eyes hahahaha if someone was missing a nose and someone else was missing a mouth what would you notice first p,no,n a
 no a cob is erm a bun roll crusty bread cob l oh really thats random okay then no we just call it a bread roll sorry to disappoint there ,no,n a
 no i 039 m being serious in 1991 it went to court because there was a huge stress about tax and mcvitee 039 s had to prove it was a cake in order to be eligible for not paying vat on jaffa cakes http en wikipedia org wiki jaffa_cakes omfg all to see whether jaffa cakes were a cake and not a biscuit hahaha ,no,n a
 no kel it was one man going he just met a man on his travels he wasnt nessercelly going to st 039 ives see it wasn t cleared up p it didn t say when you met him the man could also have been traveling to st ives wasn t a cleared up question p,no,n a
 nope i dont know anyone that is like 039 me 039 its so hard i 039 ve tried telling myself move away you 039 ll never get her but i cant help it yess i am a girl too what makes you think you will never get her explain the situation and i will try and help you out with what to do ,no,n a
 not a good song to listen to when your down though you re feeling down ,no,n a
 not the ones your withholding i think i have actually posted pretty much everything except for some things about muffins but we re not going there ,no,n a
 november 2nd mean anything the day after the beginning of the month ,no,n a
 nuisance hi nuisance how is thee i thought you looked more like entertainment but hey ho welcome anyway ,no,n a
 nuisance hi nuisance how is thee i thought you looked more like entertainment but hey ho welcome anyway ,no,none
 obstetrician doctor who works with pregnancies and babies and pregnant women thats what makes me weird p thats not weirddddddd its so sweet how you want to do something that involves helping people if thats weird then im weird p am i weird lol,no,n a
 of course id visit you planning on it when i graduate high school trip to europe for the summer yay yayyyyyy make sure you pop in and visit i shall hold you to that ,no,n a
 of men and their 039 parts 039 quot haha she got all quiet and red and quietly mumbled quot oh yea quot a few second later i was dying laughing d hahahahaha so yea i thought you should know that p i thought it was funny anyway i still don t get it lol those ancient roman statues they were made by gay men huh am i being incredibly blonde ,no,n a
 oh and btw my names rosie and i play every game sooo well could that head of yours expand any larger ,no,n a
 oh and btw my names rosie and i play every game sooo well could that head of yours expand any larger ,yes,could that head of yours expand any larger
